FL_DEP_AirlineCode1,FL_DEP_DepartureFlightNumber,FL_DEP_DepartureAircraftRegistration,FL_DEP_ARCFT1,FL_DEP_SDD,FL_DEP_STD,FL_DEP_Destination1,FL_DEP_OperationType1,FL_DEP_DepartureRemarks
SV,0840,HZAR27,780,10/30/2023,07:50,KUL,,
SV,0840,HZAR27,780,10/31/2023,07:50,KUL,,
SV,0840,HZAR27,780,10/7/2023,07:30,KUL,,
SV,0840,HZAR28,780,10/19/2023,07:30,KUL,,
SV,0840,HZARA,789,10/26/2023,07:30,KUL,,
SV,0840,HZARA,789,10/27/2023,07:30,KUL,,
SV,0840,HZARD,789,10/28/2023,07:30,KUL,,
SV,0840,HZARE,789,10/16/2023,07:25,KUL,,
SV,0840,HZARE,789,10/17/2023,07:35,KUL,,
SV,0840,HZARF,789,10/20/2023,07:30,KUL,,
SV,0840,HZARG,789,10/11/2023,07:30,KUL,,
SV,0840,HZARG,789,10/25/2023,07:30,KUL,,
SV,0842,HZAR11,789,10/11/2023,11:50,KUL,,
SV,0842,HZAR12,789,10/12/2023,11:50,KUL,,
SV,0842,HZAR24,780,10/29/2023,13:00,KUL,,
SV,0842,HZAR25,780,10/24/2023,11:50,KUL,,
SV,0842,HZAR26,780,10/25/2023,11:50,KUL,,
SV,0842,HZAR26,780,10/26/2023,11:50,KUL,,
SV,0842,HZAR26,780,10/3/2023,11:50,KUL,,
SV,0842,HZAR27,780,10/14/2023,11:50,KUL,,
SV,0842,HZAR27,780,10/15/2023,11:50,KUL,,
SV,0842,HZAR27,780,10/16/2023,11:50,KUL,,
SV,0842,HZAR27,780,10/17/2023,11:50,KUL,,
SV,0842,HZAR27,780,10/20/2023,11:50,KUL,,
SV,0842,HZAR27,780,10/21/2023,11:50,KUL,,
SV,0842,HZAR27,780,10/22/2023,11:50,KUL,,
SV,0842,HZAR28,780,10/1/2023,11:50,KUL,,
SV,0842,HZAR28,780,10/13/2023,11:50,KUL,,
SV,0842,HZAR28,780,10/2/2023,11:50,KUL,,MNTC O/B
SV,0842,HZAR28,780,10/28/2023,11:50,KUL,,
SV,0842,HZAR28,780,10/30/2023,13:00,KUL,,
SV,0842,HZAR28,780,10/31/2023,13:00,KUL,,
SV,0842,HZAR28,780,10/4/2023,11:50,KUL,,
SV,0842,HZAR28,780,10/5/2023,11:50,KUL,,-
SV,0842,HZARB,789,10/18/2023,11:50,KUL,,
SV,0842,HZARB,789,10/19/2023,11:50,KUL,,
SV,0842,HZARD,789,10/6/2023,11:50,KUL,,
SV,0842,HZARD,789,10/7/2023,11:50,KUL,,
SV,0842,HZARG,789,10/8/2023,11:50,KUL,,
SV,0842,HZARG,789,10/9/2023,11:50,KUL,,
SV,0844,,780,10/29/2023,22:55,BKK,,
SV,0844,HZAR12,789,10/11/2023,00:15,BKK,,
SV,0844,HZAR12,789,10/8/2023,00:15,BKK,,
SV,0844,HZAR13,789,10/1/2023,00:15,BKK,,
SV,0844,HZAR26,780,10/13/2023,00:15,BKK,,
SV,0844,HZAR26,780,10/18/2023,00:15,BKK,,
SV,0844,HZAR26,780,10/31/2023,22:55,BKK,,
SV,0844,HZAR26,780,10/9/2023,00:15,BKK,,
SV,0844,HZAR27,780,10/25/2023,00:15,BKK,,
SV,0844,HZAR27,780,10/27/2023,00:15,BKK,,
SV,0844,HZAR28,780,10/16/2023,00:15,BKK,,
SV,0844,HZAR28,780,10/23/2023,00:15,BKK,,
SV,0844,HZAR32,780,10/2/2023,00:15,BKK,,
SV,0844,HZAR32,780,10/20/2023,00:15,BKK,,
SV,0844,HZAR32,780,10/28/2023,22:15,BKK,,
SV,0844,HZAR32,780,10/6/2023,00:15,BKK,,
SV,0844,HZARA,789,10/4/2023,00:15,BKK,,
SV,0844,HZARG,789,10/15/2023,00:15,BKK,,
SV,0844,HZARH,789,10/22/2023,00:15,BKK,,
SV,0848,HZAR12,789,10/23/2023,09:10,BKK,,
SV,0848,HZAR22,789,10/13/2023,09:05,BKK,,
SV,0848,HZAR22,789,10/4/2023,09:10,BKK,,
SV,0848,HZAR25,780,10/25/2023,09:10,BKK,,
SV,0848,HZAR26,780,10/27/2023,09:05,BKK,,
SV,0848,HZAR27,780,10/18/2023,09:10,BKK,,
SV,0848,HZARB,789,10/16/2023,09:10,BKK,,
SV,0848,HZARC,789,10/30/2023,08:45,BKK,,
SV,0848,HZARD,789,10/2/2023,09:10,BKK,,
SV,0848,HZARD,789,10/9/2023,09:10,BKK,,
SV,0848,HZARH,789,10/11/2023,09:10,BKK,,
SV,0848,HZARH,789,10/20/2023,09:05,BKK,,
SV,0848,HZARH,789,10/6/2023,09:05,BKK,,
SV,0866,HZAQI,33D,10/17/2023,22:50,BLR,,
SV,0866,HZAQI,33D,10/20/2023,22:50,BLR,,
SV,0866,HZAQI,33D,10/21/2023,22:50,BLR,,
SV,0866,HZAQJ,33D,10/3/2023,22:50,BLR,,
SV,0866,HZAQJ,33D,10/6/2023,22:50,BLR,,
SV,0866,HZAQJ,33D,10/7/2023,22:50,BLR,,
SV,0866,HZAQK,33D,10/10/2023,22:50,BLR,,
SV,0866,HZAQK,33D,10/28/2023,21:50,BLR,,
SV,0866,HZAQL,33D,10/13/2023,22:50,BLR,,
SV,0866,HZAQL,33D,10/14/2023,22:50,BLR,,
SV,0866,HZAQL,33D,10/2/2023,22:50,BLR,,
SV,0866,HZAQL,33D,10/24/2023,22:50,BLR,,
SV,0866,HZAQL,33D,10/29/2023,22:25,BLR,,
SV,0866,HZAQL,33D,10/30/2023,22:25,BLR,,
SV,0866,HZAQL,33D,10/31/2023,22:25,BLR,,
SV,0866,HZAQL,33D,10/9/2023,22:50,BLR,,
SV,0870,HZAR11,789,10/15/2023,01:50,MNL,,
SV,0870,HZAR11,789,10/8/2023,01:50,MNL,,
SV,0870,HZAR12,789,10/16/2023,01:50,MNL,,
SV,0870,HZAR13,789,10/20/2023,01:50,MNL,,
SV,0870,HZAR13,789,10/22/2023,01:50,MNL,,
SV,0870,HZAR22,789,10/3/2023,01:50,MNL,,
SV,0870,HZAR22,789,10/6/2023,01:50,MNL,,
SV,0870,HZAR23,789,10/12/2023,01:50,MNL,,
SV,0870,HZAR23,789,10/14/2023,01:50,MNL,,
SV,0870,HZAR23,789,10/31/2023,02:50,MNL,,
SV,0870,HZAR23,789,10/7/2023,01:50,MNL,,
SV,0870,HZARA,789,10/17/2023,01:50,MNL,,
SV,0870,HZARA,789,10/25/2023,01:50,MNL,,
SV,0870,HZARB,789,10/10/2023,01:50,MNL,,
SV,0870,HZARB,789,10/2/2023,01:50,MNL,,
SV,0870,HZARB,789,10/5/2023,01:50,MNL,,
SV,0870,HZARC,789,10/26/2023,01:50,MNL,,
SV,0870,HZARC,789,10/29/2023,02:50,MNL,,
SV,0870,HZARD,789,10/11/2023,01:50,MNL,,
SV,0870,HZARD,789,10/23/2023,01:50,MNL,,
SV,0870,HZARD,789,10/30/2023,02:50,MNL,,
SV,0870,HZARE,789,10/1/2023,01:50,MNL,,
SV,0870,HZARE,789,10/19/2023,01:50,MNL,,
SV,0870,HZARE,789,10/27/2023,01:50,MNL,,
SV,0870,HZARF,789,10/18/2023,01:50,MNL,,
SV,0870,HZARF,789,10/4/2023,01:50,MNL,,
SV,0870,HZARG,789,10/13/2023,01:50,MNL,,
SV,0870,HZARG,789,10/21/2023,01:50,MNL,,
