FL_DEP_AirlineCode1,FL_DEP_DepartureFlightNumber,FL_DEP_DepartureAircraftRegistration,FL_DEP_ARCFT1,FL_DEP_SDD,FL_DEP_STD,FL_DEP_Destination1,FL_DEP_OperationType1,FL_DEP_DepartureRemarks
MS,666,SUGDU,A333,10/5/2023,03:15,CAI,,
MS,666,SUGDV,A333,10/4/2023,03:15,CAI,,
MS,666,SUGEC,B738,10/17/2023,03:15,CAI,,
MS,666,SUGEV,B787-9,10/16/2023,03:15,CAI,,
MS,666,SU-GFR,A321,10/3/2023,03:15,CAI,,
MS,666,SUGFU,A321,10/15/2023,03:15,CAI,,
MS,666,SU-GFV,A321,10/6/2023,03:15,CAI,,
MS,668,SU-GDE,B737,10/15/2023,09:55,CAI,,
MS,668,SUGDY,B738,10/7/2023,09:55,CAI,,
MS,668,SUGDY,B738,10/8/2023,09:55,CAI,,
MS,668,SUGEN,B737,10/14/2023,09:55,CAI,,
MS,670,,B737,10/17/2023,20:00,CAI,,
MS,670,SUGCN,B738,10/5/2023,20:00,CAI,,
MS,670,SUGCZ,B738,10/2/2023,20:00,CAI,,
MS,670,SUGDA,B737,10/14/2023,20:00,CAI,,
MS,670,SU-GDA,B737-866,10/11/2023,20:00,CAI,,
MS,670,SU-GDZ,B737-866,10/10/2023,20:00,CAI,,
MS,670,SU-GEA,B738,10/9/2023,20:00,CAI,,
MS,670,SU-GEE,B737,10/15/2023,20:00,CAI,,
MS,670,SUGEF,B738,10/3/2023,20:00,CAI,,
MS,670,SU-GEG,B737-866,10/12/2023,20:00,CAI,,
MS,670,SU-GEI,B737,10/1/2023,20:00,CAI,,
MS,670,SUGFL,A320,10/4/2023,20:00,CAI,,
MS,670,SUGFP,A320,10/7/2023,20:00,CAI,,
MS,670,SUGFQ,A320,10/16/2023,20:05,CAI,,
MS,670,SU-GFS,A321-251NX,10/13/2023,20:00,CAI,,
MS,670,SU-GFS,A321-251NX,10/8/2023,20:00,CAI,,
MS,670,SUGFU,A321,10/6/2023,20:00,CAI,,
MS,672,,A330,10/17/2023,15:55,CAI,,
MS,672,SUGCG,A330-243,10/9/2023,15:55,CAI,,
MS,672,SUGCG,A332,10/1/2023,15:55,CAI,,
MS,672,SUGCG,A332,10/2/2023,15:55,CAI,,
MS,672,SUGCG,A332,10/5/2023,15:55,CAI,,
MS,672,SUGCH,A332,10/16/2023,15:55,CAI,,
MS,672,SUGCH,A332,10/4/2023,15:55,CAI,,
MS,672,SUGCH,A332,10/7/2023,15:55,CAI,,
MS,672,SU-GCH,A330,10/15/2023,15:55,CAI,,
MS,672,SUGCK,A330,10/6/2023,15:55,CAI,,
MS,672,SUGCK,A330-243,10/10/2023,15:55,CAI,,
MS,672,SU-GCK,A330,10/14/2023,15:55,CAI,,
MS,672,SU-GCK,A330-243,10/11/2023,15:55,CAI,,
MS,672,SU-GCK,A330-243,10/12/2023,15:55,CAI,,
MS,672,SU-GCK,A330-243,10/13/2023,15:55,CAI,,
MS,672,SU-GCK,A330-243,10/8/2023,15:55,CAI,,
MS,672,SUGDT,A333,10/3/2023,15:55,CAI,,
MS,672A,SU-GCK,A330,10/12/2023,15:50,CAI,TECHNICAL,
NB,1322,,A320,10/11/2023,23:00,BEN,UMR,
NB,1322,,A320,10/18/2023,23:00,BEN,UMR,
NB,1322,,A320,10/24/2023,02:00,BEN,UMR,
NB,1322,,A320,10/25/2023,23:00,BEN,UMR,
NB,1322,5ABRC,A320,10/17/2023,02:00,BEN,UMR,
NB,1322,5ABRC,A320,10/4/2023,23:00,BEN,UMR,
NB,1322,5A-BRC,A320,10/10/2023,01:55,BEN,UMR,
NB,1322,5A-BRC,A320,10/3/2023,01:55,BEN,UMR,
NB,1326,,A320,10/18/2023,01:30,BEN,UMR,
NB,1326,,A320,10/25/2023,01:30,BEN,UMR,
NB,1326,,A320,10/31/2023,01:30,BEN,UMR,
NB,1326,5A BRE,A320,10/11/2023,01:30,BEN,UMR,
NB,1326,5A-BRE,A320,10/4/2023,01:30,BEN,UMR,
NB,1328,,A320,10/14/2023,22:05,BEN,UMR,
NB,1328,,A320,10/17/2023,22:05,BEN,UMR,
NB,1328,,A320,10/19/2023,22:05,BEN,UMR,
NB,1328,,A320,10/21/2023,22:05,BEN,UMR,
NB,1328,,A320,10/24/2023,22:05,BEN,UMR,
NB,1328,,A320,10/26/2023,22:05,BEN,UMR,
NB,1328,5ABRB,A320,10/3/2023,22:00,BEN,UMR,
NB,1328,5ABRB,A320,10/5/2023,18:05,MJI,UMR,
NB,1328,5A-BRB,A320-214,10/10/2023,22:00,BEN,UMR,
NB,1328,5A-BRB,A320-214,10/12/2023,22:05,BEN,UMR,
NB,1331,,A320,10/12/2023,21:20,MJI,UMR,
NB,1331,5ABRB,A320,10/6/2023,21:20,MJI,UMR,
NB,1331,5A-BRB,A320-214,10/13/2023,21:20,MJI,UMR,
NB,1346,5A-BRB,A320,10/16/2023,12:00,BEN,UMR,
NE,0676,,A320,10/8/2023,02:20,LXR,,
NE,1173,,A320,10/18/2023,00:20,CAI,,
NE,1173,,A320,10/25/2023,00:20,CAI,,
NE,1173,SU SKB,A320,10/11/2023,00:20,CAI,UMR,
NE,1173,SUSKB,A320,10/4/2023,00:20,CAI,UMR,
NE,128,,A320,10/1/2023,13:00,CAI,,
NE,128,,A320,10/8/2023,13:00,CAI,,
NE,171,,A320,10/18/2023,11:50,CAI,,
NE,171,,A320,10/19/2023,11:50,CAI,,
NE,171,,A320,10/23/2023,04:05,CAI,,
NE,171,,A320,10/25/2023,11:50,CAI,,
NE,171,,A320,10/26/2023,11:50,CAI,,
NE,171,SUNML,A320,10/11/2023,11:50,CAI,,
NE,171,SUNML,A320-214,10/4/2023,11:50,CAI,,
NE,171,SUSKB,A320,10/12/2023,11:50,CAI,,
NE,171,SU-SKB,A320,10/5/2023,11:50,CAI,,
NE,171,SUTCI,B734,10/16/2023,04:05,CAI,,
NE,171,SUTCI,B734,10/2/2023,04:05,CAI,,
NE,171,SUTCK,B734,10/9/2023,04:05,CAI,,
NE,173,,A320,10/21/2023,18:40,CAI,,
NE,173,,A320,10/28/2023,18:40,CAI,,
NE,173,,A320,10/30/2023,18:40,CAI,,
NE,173,SUTCI,B734,10/14/2023,04:25,CAI,,
NE,173,SUTCI,B734,10/7/2023,18:50,CAI,,
NE,173,SU-TCI,B734,10/1/2023,18:40,CAI,,
NE,173,SU-TCI,B734,10/15/2023,18:40,CAI,,
NE,173,SU-TCI,B737-446,10/8/2023,18:40,CAI,,
NE,175,SUNMG,A320,10/3/2023,06:30,CAI,,
NE,177,,A320,10/31/2023,00:55,CAI,,
NE,2244,,A320,10/25/2023,11:45,ASW,,
NE,2244,SU-SKB,A320-232,10/11/2023,11:45,ASW,UMR,
NE,551,,A320,10/11/2023,00:20,CAI,,
NE,551,,A320,10/17/2023,18:40,HMB,,
NE,551,,A320,10/24/2023,18:40,HMB,,
NE,551,SUSKB,A320,10/3/2023,18:40,HMB,,
NE,551,SU-SKB,A320-232,10/10/2023,18:40,HMB,,
NE,676,,A320,10/22/2023,02:20,LXR,,
NE,676,,A320,10/29/2023,01:30,LXR,,
NE,676,LY DUE,B738,10/8/2023,02:20,LXR,,
NE,676,LYDUE,B738,10/15/2023,02:20,LXR,,
NE,676,SU BQJ,A320,10/1/2023,02:20,LXR,,
NE,9906,,A320,10/11/2023,04:00,CAI,UMR,
NE,9906,,A320,10/18/2023,04:00,LXR,,
NE,9906,,A320,10/25/2023,04:00,LXR,,
NE,9906,,A320,10/4/2023,04:00,CAI,UMR,
NE,9906,,B734,10/2/2023,04:00,CAI,UMR,
NE,9906,,B734,10/7/2023,04:00,CAI,UMR,
NP,128,,A320,10/18/2023,13:00,CAI,,
NP,128,,A320,10/22/2023,13:00,CAI,,
NP,128,,A320,10/24/2023,13:00,CAI,,
NP,128,,A320,10/25/2023,13:00,CAI,,
NP,128,,A320,10/31/2023,13:00,CAI,,
NP,128,,A321,10/19/2023,13:00,CAI,,
NP,128,,A321,10/20/2023,13:00,CAI,,
NP,128,,A321,10/26/2023,13:00,CAI,,
NP,128,,A321,10/27/2023,13:00,CAI,,
NP,128,,A321,10/29/2023,13:00,CAI,,
NP,128,,A321,10/30/2023,13:00,CAI,,
NP,128,SU-BQC,A320,10/12/2023,13:25,CAI,,
NP,128,SUBQL,A321,10/3/2023,13:00,CAI,,
NP,128,SUBQL,A321,10/5/2023,13:00,CAI,,
NP,128,SU-BQL,A321,10/10/2023,13:00,CAI,,
NP,128,SUBQM,A320,10/11/2023,13:00,CAI,,
NP,128,SUBQM,A320-214,10/4/2023,13:00,CAI,,
NP,128,SUBQN,A321,10/13/2023,13:00,CAI,,
NP,128,SUBQN,A321,10/17/2023,13:00,CAI,,
NP,128,SU-BQN,A321,10/6/2023,13:00,CAI,,
NP,128,SUSKB,A320,10/1/2023,13:00,CAI,,
NP,128,SUSKB,A320,10/8/2023,13:00,CAI,,
NP,128,SU-SKB,A320,10/15/2023,13:00,CAI,,
NP,1528,,A320,10/17/2023,18:35,ATZ,UMR,
NP,1528,,A320,10/24/2023,18:35,ATZ,UMR,
NP,1528,SUBQC,A320,10/3/2023,18:35,ATZ,,
NP,1528,SU-BQJ,A320-232,10/10/2023,18:35,ATZ,,
NP,1638,,A320,10/3/2023,06:10,HMB,UMR,
NP,1728,,A320,10/21/2023,23:30,LXR,UMR,
NP,1728,,A320,10/28/2023,23:30,LXR,UMR,
NP,1728,SU BQK,A320,10/7/2023,23:30,LXR,,
NP,1728,SUBQK,A320,10/14/2023,23:30,LXR,,
NP,628,,A320,10/19/2023,00:40,HMB,,
NP,628,,A320,10/24/2023,00:40,HMB,,
NP,628,,A320,10/26/2023,00:40,HMB,,
NP,628,SU BQJ,A320,10/10/2023,00:40,HMB,,
NP,628,SUBQC,A320,10/17/2023,00:40,HMB,,
NP,628,SUBQC,A320,10/3/2023,00:40,HMB,,
NP,628,SUBQC,A320,10/5/2023,00:40,HMB,,
NP,628,SUBQJ,A320,10/12/2023,00:40,HMB,,
P4,0756,,B773,10/12/2023,15:40,LOS,,
P4,0756,,B773,10/15/2023,15:40,LOS,,
P4,756,,B773,10/1/2023,15:40,LOS,UMR,
P4,756,,B773,10/10/2023,15:40,LOS,,
P4,756,,B773,10/17/2023,15:40,LOS,,
P4,756,,B773,10/3/2023,15:40,LOS,,
P4,756,,B773,10/5/2023,15:40,LOS,,
P4,756,,B773,10/8/2023,15:40,LOS,,
PA,171,,A321,10/18/2023,02:15,KHI,,
PA,171,,A321,10/19/2023,02:55,KHI,,
PA,171,,A321,10/20/2023,02:55,KHI,,
PA,171,,A321,10/21/2023,02:55,KHI,,
PA,171,,A321,10/22/2023,02:55,KHI,,
PA,171,,A321,10/23/2023,02:55,KHI,,
PA,171,,A321,10/24/2023,02:55,KHI,,
PA,171,,A321,10/25/2023,02:15,KHI,,
PA,171,,A321,10/26/2023,02:55,KHI,,
PA,171,,A321,10/27/2023,02:55,KHI,,
PA,171,,A321,10/28/2023,02:55,KHI,,
PA,171,,A321,10/29/2023,19:45,KHI,,
PA,171,,A321,10/30/2023,19:45,KHI,,
PA,171,,A321,10/31/2023,19:45,KHI,,
PA,171,AP BNU,A320,10/1/2023,02:55,KHI,,
PA,171,AP BNU,A320,10/11/2023,02:15,KHI,,
PA,171,AP EDG,A320,10/10/2023,02:55,KHI,,
PA,171,AP EDG,A320,10/8/2023,02:55,KHI,,
PA,171,AP EDG,A320,10/9/2023,02:55,KHI,,
PA,171,APBNU,A320,10/13/2023,02:55,KHI,,
PA,171,APBNU,A320,10/2/2023,02:55,KHI,,
PA,171,APBNU,A320,10/3/2023,02:55,KHI,,
PA,171,AP-BNU,A320,10/12/2023,02:15,KHI,,
PA,171,APBNV,A320,10/5/2023,02:55,KHI,,
PA,171,APBNV,A320,10/6/2023,02:55,KHI,,
PA,171,APBNV,A320,10/7/2023,02:55,KHI,,
PA,171,AP-BNV,A320,10/14/2023,02:55,KHI,,
PA,171,APEDG,A320,10/15/2023,02:15,KHI,,
PA,171,APEDG,A320,10/16/2023,02:55,KHI,,
PA,171,APEDG,A320,10/17/2023,02:55,KHI,,
PA,171,APEDG,A320,10/4/2023,02:35,KHI,,
PA,173,,A321,10/31/2023,23:45,KHI,,
PA,271,,A321,10/17/2023,19:40,ISB,,
PA,271,,A321,10/18/2023,19:40,ISB,,
PA,271,,A321,10/19/2023,19:40,ISB,,
PA,271,,A321,10/20/2023,19:40,ISB,,
PA,271,,A321,10/21/2023,19:40,ISB,,
PA,271,,A321,10/22/2023,19:40,ISB,,
PA,271,,A321,10/23/2023,19:40,ISB,,
PA,271,,A321,10/24/2023,19:40,ISB,,
PA,271,,A321,10/25/2023,19:40,ISB,,
PA,271,,A321,10/26/2023,19:40,ISB,,
PA,271,,A321,10/27/2023,19:40,ISB,,
PA,271,,A321,10/28/2023,19:40,ISB,,
PA,271,,A321,10/29/2023,04:25,ISB,,
PA,271,,A321,10/30/2023,04:25,ISB,,
PA,271,,A321,10/31/2023,04:25,ISB,,
PA,271,APBOD,A321,10/1/2023,19:40,ISB,,
PA,271,APBOD,A321,10/10/2023,19:20,ISB,,
PA,271,APBOD,A321,10/14/2023,20:20,ISB,,
PA,271,APBOD,A321,10/15/2023,19:40,ISB,,
PA,271,APBOD,A321,10/16/2023,19:40,ISB,,
PA,271,APBOD,A321,10/3/2023,19:25,ISB,,
PA,271,APBOD,A321,10/5/2023,19:40,ISB,,
PA,271,APBOD,A321,10/6/2023,19:40,ISB,,
PA,271,APBOD,A321,10/7/2023,19:40,ISB,,
PA,271,APBOD,A321-251NX,10/11/2023,19:40,ISB,,
PA,271,APBOD,A321-251NX,10/4/2023,19:40,ISB,,
PA,271,APBOD,A321-251NX,10/8/2023,19:30,ISB,,
PA,271,AP-BOD,A321,10/13/2023,20:50,ISB,,
PA,271,AP-BOD,A321,10/2/2023,19:40,ISB,,
PA,271,AP-BOD,A321-251NX,10/12/2023,20:50,ISB,,
PA,271,AP-BOD,A321-251NX,10/9/2023,19:40,ISB,,
PA,471,,A321,10/17/2023,18:45,LHE,,
PA,471,,A321,10/18/2023,18:45,LHE,,
PA,471,,A321,10/19/2023,18:45,LHE,,
PA,471,,A321,10/20/2023,18:45,LHE,,
PA,471,,A321,10/21/2023,18:45,LHE,,
PA,471,,A321,10/22/2023,18:45,LHE,,
PA,471,,A321,10/23/2023,18:45,LHE,,
PA,471,,A321,10/24/2023,18:45,LHE,,
PA,471,,A321,10/25/2023,18:45,LHE,,
PA,471,,A321,10/26/2023,18:45,LHE,,
PA,471,,A321,10/27/2023,18:45,LHE,,
PA,471,,A321,10/28/2023,18:45,LHE,,
PA,471,,A321,10/29/2023,02:00,LHE,,
PA,471,,A321,10/30/2023,02:00,LHE,,
PA,471,,A321,10/31/2023,02:00,LHE,,
PA,471,A4OBK,A321,10/10/2023,18:35,LHE,,
PA,471,APBMP,A321,10/4/2023,18:45,LHE,,
PA,471,APBMP,A321,10/5/2023,18:45,LHE,,
PA,471,APBMP,A321,10/6/2023,18:45,LHE,,
PA,471,APBOE,A321,10/1/2023,18:45,LHE,,
PA,471,APBOE,A321,10/11/2023,18:35,LHE,,
PA,471,APBOE,A321,10/12/2023,18:35,LHE,,
PA,471,APBOE,A321,10/14/2023,18:45,LHE,,
PA,471,APBOE,A321,10/15/2023,18:45,LHE,,
PA,471,APBOE,A321,10/16/2023,18:45,LHE,,
PA,471,APBOE,A321,10/2/2023,18:45,LHE,,
PA,471,APBOE,A321,10/7/2023,18:45,LHE,,
PA,471,APBOE,A321,10/8/2023,18:45,LHE,,
PA,471,APBOE,A321,10/9/2023,18:45,LHE,,
PA,471,APBOE,A321-251NX,10/13/2023,18:45,LHE,,
PA,471,APBOE.,A321,10/3/2023,18:45,LHE,,
PA,871,,A321,10/18/2023,02:55,MUX,,
PA,871,,A321,10/19/2023,02:15,MUX,,
PA,871,,A321,10/20/2023,02:15,MUX,,
PA,871,,A321,10/21/2023,02:15,MUX,,
PA,871,,A321,10/22/2023,02:15,MUX,,
PA,871,,A321,10/23/2023,02:15,MUX,,
PA,871,,A321,10/24/2023,02:15,MUX,,
PA,871,,A321,10/25/2023,02:55,MUX,,
PA,871,,A321,10/26/2023,02:15,MUX,,
PA,871,,A321,10/27/2023,02:15,MUX,,
PA,871,,A321,10/28/2023,23:45,MUX,,
PA,871,,A321,10/29/2023,23:45,MUX,,
PA,871,,A321,10/30/2023,23:45,MUX,,
PA,871,AP EDG,A320,10/2/2023,09:50,MUX,,
PA,871,APBNU,A320,10/11/2023,02:55,MUX,,
PA,871,APBNU,A320,10/4/2023,02:55,MUX,,
PA,871,APBNU,A320,10/5/2023,02:15,MUX,,
PA,871,APBNU,A320,10/6/2023,02:15,MUX,,
PA,871,APBNU,A320,10/7/2023,02:15,MUX,,
PA,871,APBNU,A320,10/8/2023,02:15,MUX,,
PA,871,AP-BNU,A320,10/10/2023,02:15,MUX,,
PA,871,AP-BNU,A320,10/9/2023,02:15,MUX,,
PA,871,APBNV,A320,10/15/2023,02:55,MUX,,
PA,871,APBNV,A320,10/16/2023,02:15,MUX,,
PA,871,APBNV,A320,10/17/2023,02:15,MUX,,
PA,871,APEDG,A320-214,10/1/2023,12:00,MUX,,
PA,871,AP-EDG,A320,10/12/2023,02:55,MUX,,
PA,871,AP-EDG,A320,10/14/2023,02:15,MUX,,
PA,871,AP-EDG,A320,10/3/2023,05:50,MUX,,
PA,871,AP-EDG,A321,10/13/2023,02:15,MUX,,
PC,6619,,A320,10/9/2023,16:05,ASR,UMR,
PC,6631,TCNBG,A320,10/7/2023,09:10,ADA,UMR,
PC,6633,TCNCO,A320,10/10/2023,13:30,ESB,UMR,
PC,6641,TCNBG,A320,10/13/2023,10:25,SFQ,UMR,
PC,6647,TC-NBA,A320,10/14/2023,11:40,DIY,UMR,
PC,6649,TCNBR,A320,10/14/2023,22:30,SAW,UMR,
PC,6653,TCNBG,A320,10/15/2023,04:55,GZT,UMR,
PC,6655,TCNBG,A320,10/15/2023,16:30,SAW,UMR,
PC,6661,TCNBN,A320,10/16/2023,15:45,AYT,UMR,
PC,6663,TCNCT,A320,10/17/2023,04:00,ESB,UMR,
PC,6665,TCNCT,A320,10/17/2023,15:05,KYA,UMR,
PC,6669,,A320,10/18/2023,04:30,GZT,UMR,
PC,6671,,A320,10/18/2023,16:20,SAW,UMR,
PC,6673,,A320,10/18/2023,10:55,ASR,UMR,
PC,6699,,A320,10/28/2023,17:30,KYA,,
PC,671,,A320,10/16/2023,00:40,ESB,,
PC,671,,A320,10/17/2023,22:50,ESB,,
PC,671,,A320,10/2/2023,00:40,ESB,,
PC,671,,A320,10/23/2023,00:40,ESB,,
PC,671,,A320,10/24/2023,22:50,ESB,,
PC,671,,A320,10/9/2023,00:40,ESB,,
PC,671,TCNBT,A320,10/3/2023,22:40,ESB,,
PC,671,TC-NCT,A320-251N,10/10/2023,22:40,ESB,,
PC,697,,A320,10/10/2023,23:35,SAW,,
PC,697,,A320,10/17/2023,23:35,SAW,,
PC,697,,A320,10/18/2023,23:35,SAW,,
PC,697,,A320,10/19/2023,23:35,SAW,,
PC,697,,A320,10/20/2023,23:35,SAW,,
PC,697,,A320,10/21/2023,23:35,SAW,,
PC,697,,A320,10/22/2023,23:35,SAW,,
PC,697,,A320,10/24/2023,23:35,SAW,,
PC,697,,A320,10/25/2023,23:35,SAW,,
PC,697,,A320,10/26/2023,23:35,SAW,,
PC,697,,A320,10/27/2023,23:35,SAW,,
PC,697,,A320,10/28/2023,23:35,SAW,,
PC,697,,A321,10/23/2023,23:35,SAW,,
PC,697,,A321,10/29/2023,23:05,SAW,,
PC,697,,A321,10/3/2023,23:35,SAW,,
PC,697,,A321,10/4/2023,23:35,SAW,,
PC,697,,A321,10/8/2023,23:35,SAW,,
PC,697,TC-DCE,A320,10/1/2023,23:35,SAW,,
PC,697,TCNBE,A320,10/6/2023,23:35,SAW,,
PC,697,TCRBD,A321,10/7/2023,23:35,SAW,,
PC,697,TC-RBH,A321-251NX,10/13/2023,23:35,SAW,,
PC,697,TC-RBL,A321-251NX,10/9/2023,23:35,SAW,,
PC,697,TC-RBO,A321-251NX,10/12/2023,23:35,SAW,,
PC,697,TCRBR,A321,10/15/2023,23:35,SAW,,
PC,697,TCRBT,A321,10/16/2023,23:35,SAW,,
PC,697,TC-RBV,A321-251NX,10/11/2023,23:35,SAW,,
PC,697,TCRDD,A321,10/5/2023,23:35,SAW,,
PC,697,TCRDG,A321,10/14/2023,23:35,SAW,,
PC,697,TCRDH,A321,10/2/2023,23:35,SAW,,
PC,699,,A320,10/14/2023,02:10,SAW,,
PC,699,,A320,10/16/2023,02:10,SAW,,
PC,699,,A320,10/18/2023,02:10,SAW,,
PC,699,,A320,10/19/2023,02:10,SAW,,
PC,699,,A320,10/21/2023,02:10,SAW,,
PC,699,,A320,10/23/2023,02:10,SAW,,
PC,699,,A320,10/25/2023,02:10,SAW,,
PC,699,,A320,10/26/2023,02:10,SAW,,
PC,699,,A320,10/28/2023,02:10,SAW,,
PC,699,,A321,10/29/2023,02:25,BEN,,
PC,699,TC RBO,A320,10/11/2023,02:10,SAW,,
PC,699,TC RDH,A321,10/9/2023,02:25,SAW,,
PC,699,TCNBK,A320,10/7/2023,02:10,SAW,,
PC,699,TCRBI,A321,10/12/2023,02:10,SAW,,
PC,699,TCRBL,A321,10/4/2023,02:10,SAW,,
PC,699,TCRBP,A321,10/5/2023,02:10,SAW,,
PC,699,TC-RBS,A321,10/2/2023,02:25,SAW,,
PC,869,,A320,10/1/2023,09:10,TZX,,
PC,869,,A320,10/12/2023,09:10,TZX,,
PC,869,,A320,10/15/2023,09:10,TZX,,
PC,869,,A320,10/19/2023,09:10,TZX,,
PC,869,,A320,10/22/2023,09:10,TZX,,
PC,869,,A320,10/26/2023,09:10,TZX,,
PC,869,,A320,10/5/2023,09:10,TZX,,
PC,869,,A320,10/8/2023,09:10,TZX,,
PF,0715,,A320,10/13/2023,14:35,KHI,,
PF,0715,APBOC,A320,10/14/2023,14:35,KHI,,
PF,0715,APBOC,A320,10/15/2023,14:35,KHI,,
PF,0715,APBOR,A320,10/12/2023,14:35,KHI,,
PF,0719,,A320,10/13/2023,07:55,ISB,,
PF,0719,APBOS,A320,10/15/2023,07:55,ISB,,
PF,0721,APBOC,A320,10/12/2023,09:45,SKT,,
PF,0721,APBOR,A320,10/14/2023,09:45,SKT,,
PF,0723,,A320,10/13/2023,02:35,MUX,,
PF,0723,APBOC,A320,10/15/2023,02:35,MUX,,
PF,0723,AP-BOC,A320,10/14/2023,02:35,MUX,,
PF,0723,APBOR,A320,10/12/2023,02:35,KHI,,
PF,715,,A320,10/10/2023,14:35,KHI,,
PF,715,,A320,10/17/2023,14:35,KHI,,
PF,715,,A320,10/3/2023,14:35,KHI,,
PF,715,APBOA,A320,10/11/2023,14:35,KHI,,
PF,715,APBOA,A320,10/2/2023,14:35,KHI,,
PF,715,APBOA,A320,10/4/2023,14:35,KHI,,
PF,715,APBOA,A320,10/7/2023,14:35,KHI,,
PF,715,APBOA,A320,10/8/2023,14:35,KHI,,
PF,715,AP-BOA,A320,10/5/2023,14:35,KHI,,
PF,715,AP-BOA,A320,10/9/2023,14:35,KHI,,
PF,715,APBOB,A320,10/1/2023,14:35,KHI,,
PF,715,AP-BOC,A320,10/16/2023,14:35,KHI,,
PF,717,,A320,10/10/2023,09:45,LHE,,
PF,717,,A320,10/13/2023,14:30,LHE,,
PF,717,,A320,10/18/2023,14:30,LHE,,
PF,717,,A320,10/20/2023,14:30,LHE,,
PF,717,,A320,10/22/2023,11:40,LHE,,
PF,717,,A320,10/23/2023,11:40,LHE,,
PF,717,,A320,10/25/2023,14:30,LHE,,
PF,717,,A320,10/27/2023,14:30,LHE,,
PF,717,,A320,10/4/2023,09:45,LHE,,
PF,717,,A320,10/6/2023,09:45,LHE,,
PF,717,AP BOC,A320,10/11/2023,09:45,LHE,,
PF,717,AP BOR,A320,10/1/2023,11:40,LHE,,
PF,717,AP BOR,A320,10/2/2023,09:45,LHE,,
PF,717,AP BOR,A320,10/8/2023,09:45,LHE,,
PF,717,AP BOR,A320,10/9/2023,09:45,LHE,,
PF,717,APBOR,A320,10/15/2023,09:45,LHE,,
PF,717,APBOR,A320,10/16/2023,09:45,LHE,,
PF,717,APBOR,A320,10/17/2023,09:45,LHE,,
PF,717,APBOR,A320,10/3/2023,09:45,LHE,,
PF,719,,A320,10/16/2023,07:55,ISB,,
PF,719,,A320,10/19/2023,06:40,ISB,,
PF,719,,A320,10/2/2023,07:55,ISB,,
PF,719,,A320,10/21/2023,13:20,ISB,,
PF,719,,A320,10/23/2023,05:50,ISB,,
PF,719,,A320,10/24/2023,06:40,ISB,,
PF,719,,A320,10/26/2023,06:40,ISB,,
PF,719,,A320,10/28/2023,13:20,ISB,,
PF,719,,A320,10/4/2023,07:55,ISB,,
PF,719,AP BOS,A320,10/1/2023,07:55,ISB,,
PF,719,AP BOS,A320,10/7/2023,07:55,ISB,,
PF,719,AP BOS,A320,10/8/2023,07:55,ISB,,
PF,719,APBOB,A320,10/10/2023,07:55,ISB,,
PF,719,APBOB,A320,10/3/2023,07:55,ISB,,
PF,719,APBOS,A320,10/12/2023,06:40,ISB,,
PF,719,APBOS,A320,10/14/2023,13:20,ISB,,
PF,719,APBOS,A320,10/17/2023,07:55,ISB,,
PF,719,APBOS,A320,10/5/2023,07:55,ISB,,
PF,719,APBOS,A320,10/9/2023,07:55,ISB,,
PF,721,,A320,10/1/2023,09:45,SKT,,
PF,721,,A320,10/2/2023,09:45,SKT,,
PF,721,,A320,10/3/2023,09:45,SKT,,
PF,721,AP BOR,A320,10/7/2023,09:45,SKT,,
PF,721,AP-BOR,A320,10/5/2023,09:45,SKT,,
PF,723,,A320,10/10/2023,02:35,MUX,,
PF,723,,A320,10/17/2023,02:35,MUX,,
PF,723,,A320,10/3/2023,02:35,MUX,,
PF,723,AP BOA,A320,10/7/2023,02:35,MUX,,
PF,723,AP BOA,A320,10/8/2023,02:35,MUX,,
PF,723,AP BOA,A320,10/9/2023,02:35,MUX,,
PF,723,AP BOB,A320,10/1/2023,02:35,MUX,,
PF,723,APBOA,A320,10/11/2023,02:35,MUX,SKX,
PF,723,APBOA,A320,10/2/2023,02:35,MUX,,
PF,723,APBOA,A320,10/4/2023,02:35,MUX,,
PF,723,APBOA,A320,10/5/2023,02:35,MUX,,
PF,723,APBOC,A320,10/16/2023,02:35,MUX,,
QA,405,,A320,10/19/2023,11:00,ADE,,
QA,405,,A320,10/2/2023,11:00,ADE,,
QA,405,,A320,10/23/2023,11:00,ADE,,
QA,405,,A320,10/26/2023,11:00,ADE,,
QA,405,,A320,10/30/2023,11:00,ADE,,
QA,405,,A320,10/9/2023,11:00,ADE,,
QA,405,,B733,10/16/2023,12:45,ADE,,
QA,405,SUTCF,A320,10/12/2023,11:00,ADE,,
QA,405,SUTCF,B733,10/5/2023,12:45,ADE,,
QG,545,,A339,10/22/2023,13:55,PDG,,
QG,545,PKGYC,A339,10/12/2023,13:55,PDG,,
QG,545,PKGYC,A339,10/2/2023,13:55,PDG,,
QG,5911,,A320,10/1/2023,06:15,HYD,UMR,
QG,5911,,A320,10/10/2023,06:15,HYD,UMR,
QG,5911,,A320,10/12/2023,06:15,HYD,UMR,
QG,5911,,A320,10/15/2023,06:15,HYD,UMR,
QG,5911,,A320,10/17/2023,06:15,HYD,UMR,
QG,5911,,A320,10/19/2023,06:15,HYD,UMR,
QG,5911,,A320,10/22/2023,06:15,HYD,UMR,
QG,5911,,A320,10/24/2023,06:15,HYD,UMR,
QG,5911,,A320,10/26/2023,06:15,HYD,UMR,
QG,5911,,A320,10/29/2023,06:15,HYD,UMR,
QG,5911,,A320,10/3/2023,06:15,HYD,UMR,
